24.143778	0.603347	0.577820
0.556746	0.603347	0.577820
28.134221	0.603347	0.577820
0.577827	0.603347	0.577820
32.125119	0.603347	0.577820
0.588871	0.603347	0.577820
36.115407	0.603347	0.577820
0.598064	0.603347	0.577820
40.106163	0.603347	0.577820
0.605339	0.603347	0.577820
44.018265	0.603347	0.577820
0.611855	0.603347	0.577820
48.008361	0.603347	0.577820
0.617953	0.603347	0.577820
51.999142	0.603347	0.577820
0.622727	0.603347	0.577820
55.989638	0.603347	0.577820
0.621900	0.603347	0.577820
59.980348	0.603347	0.577820
0.632192	0.603347	0.577820
