21.407858	0.575859	0.563378
0.548006	0.575859	0.563378
23.484579	0.575859	0.563378
0.563749	0.575859	0.563378
25.561260	0.575859	0.563378
0.571523	0.575859	0.563378
27.637677	0.575859	0.563378
0.576853	0.575859	0.563378
29.714720	0.575859	0.563378
0.580609	0.575859	0.563378
31.791702	0.575859	0.563378
0.583114	0.575859	0.563378
33.827439	0.575859	0.563378
0.584427	0.575859	0.563378
35.904257	0.575859	0.563378
0.584059	0.575859	0.563378
37.980795	0.575859	0.563378
0.579466	0.575859	0.563378
40.057588	0.575859	0.563378
0.586788	0.575859	0.563378
